https://tpc.googlesyndication.com/pagead/js/r20200...,kUse,25,kLoad,4,kReload,12,kRevalidate,0
https://native.sharethrough.com/assets/sfp.js,kUse,6,kLoad,6,kReload,0,kRevalidate,0
https://static.adsafeprotected.com/main.19.8.52.js,kUse,0,kLoad,3,kReload,9,kRevalidate,0
https://widgets.outbrain.com/outbrain.js,kUse,5,kLoad,6,kReload,0,kRevalidate,0
https://static.adsafeprotected.com/sca.17.4.114.js,kUse,2,kLoad,3,kReload,4,kRevalidate,0
https://cdn.cookielaw.org/scripttemplates/otSDKStu...,kUse,6,kLoad,0,kReload,0,kRevalidate,0
https://cdn3.optimizely.com/js/geo2.js,kUse,0,kLoad,6,kReload,0,kRevalidate,0
https://securepubads.g.doubleclick.net/tag/js/gpt....,kUse,0,kLoad,6,kReload,0,kRevalidate,0
https://agility.cnn.com/turner/cnn-prod/Bootstrap....,kUse,6,kLoad,0,kReload,0,kRevalidate,0
https://edition.i.cdn.cnn.com/.a/bundles/usabilla....,kUse,0,kLoad,6,kReload,0,kRevalidate,0
https://static.chartbeat.com/js/chartbeat_mab.js,kUse,0,kLoad,6,kReload,0,kRevalidate,0
https://bat.bing.com/bat.js,kUse,0,kLoad,6,kReload,0,kRevalidate,0
https://tag.bounceexchange.com/340/i.js,kUse,0,kLoad,6,kReload,0,kRevalidate,0
https://amplify.outbrain.com/cp/obtp.js,kUse,6,kLoad,0,kReload,0,kRevalidate,0
https://static.ads-twitter.com/uwt.js,kUse,0,kLoad,6,kReload,0,kRevalidate,0
https://cdn.boomtrain.com/p13n/cnn/p13n.min.js,kUse,0,kLoad,6,kReload,0,kRevalidate,0
https://cdn.segment.com/analytics.js/v1/mXFw59FFEp...,kUse,0,kLoad,6,kReload,0,kRevalidate,0
https://edition.cnn.com/.asset/2.190.0/js/chunks/0...,kUse,0,kLoad,6,kReload,0,kRevalidate,0
https://edition.cnn.com/.asset/2.190.0/js/chunks/1...,kUse,0,kLoad,6,kReload,0,kRevalidate,0
https://edition.cnn.com/.asset/2.190.0/js/chunks/3...,kUse,0,kLoad,6,kReload,0,kRevalidate,0
https://edition.cnn.com/.asset/2.190.0/js/chunks/6...,kUse,0,kLoad,6,kReload,0,kRevalidate,0
https://edition.cnn.com/.asset/2.190.0/js/chunks/4...,kUse,0,kLoad,6,kReload,0,kRevalidate,0
https://edition.cnn.com/.asset/2.190.0/js/chunks/5...,kUse,0,kLoad,6,kReload,0,kRevalidate,0
https://edition.cnn.com/.asset/2.190.0/js/chunks/5...,kUse,0,kLoad,6,kReload,0,kRevalidate,0
https://secure.quantserve.com/quant.js,kUse,0,kLoad,6,kReload,0,kRevalidate,0
https://www.i.cdn.cnn.com/zion/zion-mb.min.js,kUse,0,kLoad,6,kReload,0,kRevalidate,0
https://adservice.google.co.jp/adsid/integrator.js...,kUse,6,kLoad,0,kReload,0,kRevalidate,0
https://adservice.google.com/adsid/integrator.js?d...,kUse,6,kLoad,0,kReload,0,kRevalidate,0
https://securepubads.g.doubleclick.net/gpt/pubads_...,kUse,0,kLoad,6,kReload,0,kRevalidate,0
https://sb.scorecardresearch.com/beacon.js,kUse,0,kLoad,6,kReload,0,kRevalidate,0
https://edition.i.cdn.cnn.com/.a/bundles/one_tap.d...,kUse,0,kLoad,6,kReload,0,kRevalidate,0
